odi:TarotDeck	odi:hasTypology	odi:hasName	odi:hasDate	odi:hasAuthor	odi:hasOriginalNumberOfCards	odi:hasCurrentNumberOfCards
mazzo-il-castello-dei-destini-incrociati	Tarocchi Visconti-Sforza	Pierpont-Morgan Bergamo@Colleoni-Baglioni@di Francesco Sforza	XV secolo	Bonifacio Bembo@Antonio da Cicognara	78	74
